trial,mse,n_estimators,max_depth,learning_rate,reg_alpha,reg_lambda,features
10,2269602.9226839007,104,3,0.28503367593662843,0.9793808686474959,0.02237711645415494,"['NetLoad', 'cos_2880.0_2']"
11,2566682.0651706248,121,3,0.2908527718068755,0.946416661877604,0.015348021051055483,"['Wind_speed_expanding_std', 'NetLoad', 'cos_2880.0_2', 'hour_cos', 'NetLoadewm_std_expanding.win', 'T_out_window_16_std', 'NetLoad_lag_1440min', 'T_out_weighted_96_mean', 'Irradiance', 'NetLoad_lag_1425min', 'NetLoad_lag_855min', 'Wind_speed_window_8_mean', 'T_out_Exp_weighted_96_SL.win', 'Irradiance_lag_15min', 'T_out_lag_150min', 'Irradiance_lag_1425min', 'NetLoad_lag_1410min', 'T_out_lag_1275min', 'Irradiance_window_2_std', 'sin_2880.0_2', 'Wind_speed_window_8_std', 'T_outewm_std_expanding.win', 'NetLoad_window_4_mean', 'T_out_lag_1260min', 'T_out_lag_270min', 'NetLoad_lag_810min', 'T_out_lag_600min', 'T_out_lag_1365min', 'T_out_lag_1380min', 'T_out_lag_405min', 'NetLoad_lag_1320min', 'WorkingHour_flag', 'T_out_lag_660min', 'Irradianceewm_std_expanding.win', 'NetLoad_window_16_std', 'T_out_lag_1290min', 'T_out_lag_1335min', 'Irradiance_lag_585min', 'Irradiance_window_16_std', 'T_out_lag_360min', 'Irradiance_lag_1365min', 'NetLoad_Exp_weighted_96_SL.win', 'Irradiance_lag_45min', 'NetLoad_lag_45min', 'NetLoad_lag_330min', 'Irradiance_lag_570min', 'Irradiance_Exp_weighted_96_SL.win', 'NetLoad_lag_1380min', 'T_out_lag_285min', 'Irradiance_window_4_mean', 'NetLoad_lag_795min', 'Irradiance_lag_1410min']"
12,2193103.716650583,103,3,0.10781051157881548,0.9690219324469205,0.17104486030415178,"['NetLoad', 'cos_2880.0_2']"
13,2500384.512187418,305,3,0.10065784018786751,0.736200846165334,0.2685810021239282,"['Wind_speed_expanding_std', 'cos_2880.0_2', 'NetLoad', 'hour_cos', 'NetLoadewm_std_expanding.win', 'T_out_window_16_std', 'NetLoad_lag_1440min', 'T_out_weighted_96_mean', 'T_out_Exp_weighted_96_SL.win', 'Wind_speed_window_8_mean', 'Irradiance', 'NetLoad_lag_1425min', 'Irradiance_lag_15min', 'Irradiance_lag_1440min', 'T_out_lag_1380min', 'sin_2880.0_2', 'NetLoad_lag_855min', 'T_out_lag_405min', 'NetLoad_lag_885min', 'NetLoad_window_8_mean', 'NetLoad_Exp_weighted_96_SL.win', 'NetLoad_lag_1410min', 'NetLoad_window_16_std', 'T_out_lag_1335min', 'Irradiance_lag_1425min', 'T_out_lag_1320min', 'Irradiance_Exp_weighted_96_SL.win', 'Irradiance_lag_30min', 'Wind_speed_window_8_std', 'NetLoad_lag_1395min', 'T_out_lag_240min', 'Irradiance_lag_1410min', 'Irradiance_lag_1365min', 'T_out_lag_360min', 'Irradiance_window_2_std', 'T_out_window_8_std', 'T_out_lag_1275min', 'NetLoad_window_16_mean', 'Irradiance_window_2_mean', 'T_out_lag_345min', 'T_out_lag_1350min', 'T_out_lag_300min']"
14,2688111.873157259,415,3,0.29300645467643943,0.6364223161383085,0.19104687024534184,"['Wind_speed_expanding_std', 'cos_2880.0_2', 'NetLoad', 'NetLoad_lag_1440min', 'T_out_window_16_std', 'T_out_weighted_96_mean', 'NetLoadewm_std_expanding.win', 'Irradiance_Exp_weighted_96_SL.win', 'NetLoad_lag_1425min', 'NetLoad_lag_855min', 'hour_cos', 'Wind_speed_window_8_mean', 'Irradiance_lag_1410min', 'NetLoad_lag_1410min', 'T_out_lag_1380min', 'T_out_Exp_weighted_96_SL.win', 'Irradiance_window_2_std', 'T_out_lag_615min', 'NetLoad_lag_1395min', 'NetLoad_window_16_mean', 'Irradiance_lag_15min', 'T_out_lag_1200min', 'T_out_lag_1320min', 'NetLoad_window_8_mean', 'NetLoad_lag_15min', 'T_out_lag_150min', 'Irradiance_lag_585min', 'Wind_speed_lag_480min', 'Wind_speed_lag_465min', 'NetLoad_lag_45min', 'NetLoad_lag_1365min', 'T_out_lag_1365min', 'T_out_lag_735min', 'T_out_lag_1185min', 'NetLoad_window_4_mean', 'Wind_speed_lag_885min', 'NetLoad_lag_1380min', 'T_out_lag_330min', 'NetLoad_lag_240min', 'Irradianceewm_std_expanding.win', 'Wind_speed_lag_1275min', 'NetLoad_lag_60min', 'NetLoad_lag_1320min', 'NetLoad_lag_975min', 'Irradiance_lag_1395min', 'NetLoad_lag_360min', 'NetLoad_lag_1290min', 'NetLoad_lag_105min', 'T_out_lag_1335min', 'NetLoad_window_4_std', 'NetLoad_lag_870min', 'NetLoad_lag_765min', 'T_out_lag_450min', 'T_out_lag_1140min', 'Irradiance_lag_780min', 'Wind_speed_lag_450min', 'Irradiance_lag_660min', 'Irradiance_lag_1440min', 'T_out_lag_285min', 'T_out_lag_465min', 'NetLoad_Exp_weighted_96_SL.win', 'NetLoad_lag_1200min', 'NetLoad_window_16_std', 'Wind_speed_window_4_mean', 'Irradiance_lag_1305min', 'T_out_lag_1290min', 'Wind_speed_window_8_std', 'sin_2880.0_2', 'NetLoad_lag_795min', 'NetLoad_ewm_mean_expanding.win', 'Wind_speed_lag_1395min', 'Irradiance', 'T_out_lag_390min', 'Irradiance_lag_1260min', 'T_out_window_8_std', 'T_out_lag_360min', 'NetLoad_lag_1080min']"
15,2707062.429897413,473,4,0.26497076212821974,0.991690700118917,0.028762385577516213,"['Wind_speed_expanding_std', 'NetLoad', 'NetLoadewm_std_expanding.win', 'cos_2880.0_2', 'NetLoad_lag_1440min', 'T_out_window_16_std', 'T_out_weighted_96_mean', 'T_out_Exp_weighted_96_SL.win', 'T_out_lag_1380min', 'NetLoad_lag_855min', 'Wind_speed_window_8_mean', 'Irradiance_lag_1440min', 'Wind_speed_lag_1335min', 'NetLoad_Exp_weighted_96_SL.win', 'Irradiance', 'NetLoad_window_8_mean']"
16,2608519.6985560493,191,4,0.16750128354618207,0.6298391902674171,0.4115804431966177,"['Wind_speed_expanding_std', 'cos_2880.0_2', 'NetLoad', 'hour_cos', 'NetLoadewm_std_expanding.win', 'T_out_window_16_std', 'NetLoad_lag_1440min', 'T_out_weighted_96_mean', 'Wind_speed_window_8_mean', 'Irradiance_lag_1440min', 'NetLoad_lag_855min', 'NetLoad_lag_1425min', 'Irradiance_window_2_mean', 'T_out_lag_1365min', 'Irradiance_lag_1365min', 'NetLoad_window_8_mean', 'T_out_lag_240min', 'Irradiance_window_2_std', 'NetLoad_lag_1380min', 'T_out_lag_1290min', 'T_out_lag_1335min', 'T_out_lag_150min', 'Wind_speed_lag_855min', 'NetLoad_lag_330min', 'NetLoad_window_4_mean', 'NetLoad_window_16_std', 'sin_2880.0_2', 'T_out_lag_660min', 'Irradiance_lag_1260min', 'NetLoad_lag_885min', 'NetLoad_lag_915min', 'NetLoad_lag_1410min', 'NetLoad_lag_30min', 'T_out_window_8_std', 'Wind_speed_lag_1275min', 'NetLoad_lag_1350min', 'Irradiance_lag_1425min', 'NetLoad_lag_870min', 'NetLoad_lag_1200min', 'T_out_lag_1380min', 'T_out_lag_1185min', 'Irradianceewm_std_expanding.win', 'Irradiance_lag_135min', 'T_out_Exp_weighted_96_SL.win', 'NetLoad_lag_1365min', 'Irradiance', 'Irradiance_lag_1410min', 'T_out_lag_270min', 'NetLoad_lag_1035min', 'Irradiance_lag_240min', 'T_out_lag_450min', 'Wind_speed_window_4_mean', 'NetLoad_lag_1335min', 'T_out_lag_255min', 'T_out_lag_1230min', 'Wind_speed_lag_1395min', 'T_out_lag_180min', 'T_out_lag_1260min', 'NetLoad_Exp_weighted_96_SL.win', 'NetLoad_lag_810min', 'T_out_lag_420min', 'Irradiance_lag_1395min', 'NetLoad_lag_375min', 'T_out_lag_735min', 'Irradiance_lag_1155min', 'NetLoad_lag_675min', 'NetLoad_lag_1065min', 'Irradiance_lag_585min', 'NetLoad_window_2_mean', 'T_outewm_std_expanding.win', 'T_out_lag_375min', 'T_out_lag_720min', 'Irradiance_lag_705min', 'Irradiance_lag_15min', 'Irradiance_lag_525min', 'NetLoad_lag_930min', 'Irradiance_window_16_std', 'T_out_lag_345min', 'T_out_lag_330min', 'Irradiance_lag_30min', 'T_out_lag_600min', 'Irradiance_lag_1380min', 'Wind_speed_lag_1185min', 'NetLoad_ewm_mean_expanding.win', 'Wind_speed_window_8_std', 'T_out_lag_480min', 'T_out_lag_1200min', 'NetLoad_lag_1260min', 'NetLoad_lag_1275min', 'Wind_speed_lag_1335min', 'Irradiance_window_4_std', 'NetLoad_lag_720min', 'NetLoad_window_16_mean', 'T_out_lag_285min', 'Wind_speed_lag_495min', 'NetLoad_window_8_std', 'NetLoad_lag_975min', 'T_out_lag_1140min', 'Wind_speed_window_4_std', 'T_out_lag_435min', 'NetLoad_lag_525min']"
17,2506985.918532678,609,4,0.2557777475681304,0.8788446576745141,0.21105294946334296,"['Wind_speed_expanding_std', 'NetLoad', 'NetLoadewm_std_expanding.win', 'cos_2880.0_2', 'T_out_window_16_std', 'NetLoad_lag_1440min', 'T_out_weighted_96_mean', 'Irradiance', 'Wind_speed_window_8_mean', 'T_out_lag_1380min', 'T_out_Exp_weighted_96_SL.win', 'Irradiance_lag_1440min', 'T_outewm_std_expanding.win', 'NetLoad_lag_855min', 'NetLoad_lag_1425min', 'NetLoad_lag_1395min', 'Wind_speed_lag_1425min', 'NetLoad_window_16_mean', 'NetLoad_lag_885min', 'Wind_speed_window_8_std', 'Irradiance_window_2_std', 'Irradiance_Exp_weighted_96_SL.win', 'Wind_speed_lag_1185min', 'Irradiance_lag_15min', 'Irradiance_lag_1410min', 'NetLoad_lag_330min', 'NetLoad_lag_1305min', 'Wind_speed_lag_435min', 'NetLoad_lag_975min', 'T_out_lag_1365min', 'Wind_speed_lag_750min', 'T_out_lag_330min', 'NetLoad_lag_1335min', 'NetLoad_lag_1410min', 'NetLoad_window_8_mean', 'sin_2880.0_2', 'Wind_speed_lag_465min', 'hour_cos', 'Irradiance_lag_1425min', 'Wind_speed_lag_510min', 'T_out_lag_150min', 'NetLoad_lag_1110min', 'Wind_speed_lag_645min', 'Irradiance_lag_885min', 'NetLoad_window_8_std', 'Irradiance_lag_240min', 'T_out_lag_1200min', 'Wind_speed_lag_1380min', 'Wind_speed_lag_330min', 'Wind_speed_lag_840min', 'NetLoad_window_4_mean', 'Wind_speed_lag_1335min', 'T_out_lag_1140min', 'Wind_speed_lag_420min', 'NetLoad_lag_375min', 'Wind_speed_lag_855min', 'NetLoad_Exp_weighted_96_SL.win', 'NetLoad_lag_660min']"
18,2439720.3986845175,249,3,0.10025229591787185,0.6250544609754656,0.0951751993780868,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'hour_cos', 'T_out_window_16_std', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'T_out_weighted_96_mean', 'NetLoad_lag_1425min', 'Wind_speed_window_8_mean', 'T_out_Exp_weighted_96_SL.win', 'Irradiance_lag_1440min', 'Irradiance_lag_15min', 'NetLoad_lag_855min', 'Irradiance_lag_1410min', 'T_out_lag_1290min', 'NetLoad_lag_885min', 'T_out_lag_405min', 'T_out_lag_360min', 'T_out_lag_1380min', 'NetLoad_window_8_mean', 'sin_2880.0_2', 'T_out_lag_330min', 'Irradiance_window_2_std']"
19,2422138.567731128,400,7,0.27401796380314125,0.8473281850546247,0.2608668815851963,"['Wind_speed_expanding_std', 'NetLoad', 'NetLoadewm_std_expanding.win', 'cos_2880.0_2', 'NetLoad_lag_1440min', 'Irradiance', 'T_out_window_16_std', 'Wind_speed_lag_1440min', 'Irradiance_Exp_weighted_96_SL.win', 'sin_2880.0_2', 'T_out_window_8_std', 'Wind_speed_lag_285min', 'Wind_speed_window_4_mean', 'Wind_speed_lag_1395min', 'Wind_speed_lag_420min', 'NetLoad_lag_975min', 'NetLoad_lag_855min', 'NetLoad_lag_1425min', 'NetLoad_lag_765min', 'T_out_weighted_96_mean', 'Wind_speed_lag_780min', 'Wind_speed_lag_900min', 'NetLoad_lag_1035min', 'NetLoad_lag_450min', 'Wind_speed_lag_435min', 'Irradiance_lag_1260min', 'Wind_speed_lag_765min', 'NetLoad_lag_1395min', 'Irradiance_window_2_std', 'NetLoad_lag_870min', 'Wind_speed_window_4_std', 'NetLoad_lag_1320min', 'Irradiance_lag_855min', 'T_out_lag_1140min', 'Wind_speed_lag_495min', 'NetLoad_window_16_mean', 'T_out_lag_1230min', 'Wind_speed_window_8_mean', 'Wind_speed_lag_735min', 'Wind_speed_window_2_mean', 'Wind_speed_window_8_std', 'NetLoad_lag_660min', 'Wind_speed_lag_1185min', 'NetLoad_lag_345min', 'Irradiance_lag_825min', 'Irradiance_lag_1305min', 'Irradiance_lag_465min', 'NetLoad_Exp_weighted_96_SL.win', 'Irradiance_window_16_std', 'Wind_speed_lag_630min', 'Wind_speed_lag_510min', 'hour_cos', 'NetLoad_lag_1080min', 'Wind_speed', 'NetLoad_lag_960min', 'T_out_lag_1335min', 'Wind_speed_lag_75min']"
20,2457922.9847364416,960,4,0.1386119518863042,0.7043378002667828,0.4561389916659654,"['Wind_speed_expanding_std', 'NetLoad', 'cos_2880.0_2', 'NetLoadewm_std_expanding.win', 'T_out_weighted_96_mean', 'NetLoad_lag_1440min', 'T_out_window_16_std', 'T_out_Exp_weighted_96_SL.win', 'Irradiance', 'Wind_speed_window_8_mean', 'Wind_speed_window_8_std', 'Irradiance_lag_1440min', 'NetLoad_lag_855min', 'NetLoad_lag_1425min', 'T_out_lag_1320min', 'Irradiance_lag_1410min', 'NetLoad_lag_1380min', 'Wind_speed_lag_1335min', 'Irradiance_Exp_weighted_96_SL.win', 'Irradiance_window_2_std', 'hour_cos', 'sin_2880.0_2', 'NetLoad_window_8_mean', 'Wind_speed_lag_1185min', 'NetLoad_lag_1410min', 'NetLoad_lag_1065min', 'NetLoad_window_16_std', 'Irradiance_lag_585min', 'T_out_lag_330min', 'NetLoad_window_4_mean', 'T_outewm_std_expanding.win', 'T_out_lag_1365min', 'Wind_speed_window_4_mean', 'NetLoad_lag_1395min', 'Irradiance_window_16_std']"
21,2409991.7413301957,120,10,0.11708202866164633,0.9320012522638643,0.12857437619270817,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'NetLoadewm_std_expanding.win', 'hour_cos', 'T_out_window_16_std', 'T_out_weighted_96_mean', 'T_out_Exp_weighted_96_SL.win', 'Wind_speed_window_8_mean', 'NetLoad_lag_1440min', 'T_out_lag_1140min', 'NetLoad_window_8_std', 'sin_2880.0_2', 'NetLoad_Exp_weighted_96_SL.win']"
22,2283608.2266770275,190,8,0.14483052112627232,0.974570891118246,0.1407828187662751,"['Wind_speed_expanding_std', 'cos_2880.0_2', 'NetLoad', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'T_out_weighted_96_mean', 'hour_cos', 'T_out_window_16_std', 'Wind_speed_lag_1185min', 'NetLoad_lag_1425min', 'T_out_Exp_weighted_96_SL.win', 'Wind_speed_window_8_mean', 'NetLoad_Exp_weighted_96_SL.win', 'NetLoad_lag_975min', 'NetLoad_lag_960min', 'Irradiance_lag_1410min', 'NetLoad_window_8_mean', 'Irradiance_Exp_weighted_96_SL.win', 'Wind_speed_window_8_std', 'sin_2880.0_2', 'Wind_speed_lag_885min', 'Wind_speed_lag_495min', 'T_out_lag_735min', 'NetLoad_lag_1065min', 'T_out_lag_1140min', 'NetLoad_lag_765min', 'Wind_speed_lag_570min', 'NetLoad_lag_465min', 'NetLoad_lag_855min', 'NetLoad_lag_1260min', 'T_out_lag_1335min', 'T_out_lag_150min', 'T_out_lag_1365min', 'Wind_speed_lag_1275min', 'NetLoad_lag_225min', 'Irradiance_window_2_std', 'T_out_lag_660min', 'Irradiance', 'NetLoad_lag_1395min', 'T_outewm_std_expanding.win', 'NetLoad_window_2_mean', 'Wind_speed_lag_1335min', 'NetLoad_lag_1380min', 'Wind_speed', 'Wind_speed_lag_510min', 'T_out_lag_315min', 'Irradiance_lag_1425min', 'Wind_speed_lag_900min', 'NetLoad_lag_1320min', 'Irradiance_lag_1305min', 'T_out_lag_1350min', 'Irradiance_window_8_std']"
23,2297485.5222705924,209,8,0.1535684356703356,0.9787156978426863,0.01192537161286214,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'NetLoadewm_std_expanding.win', 'T_out_weighted_96_mean', 'NetLoad_lag_1440min', 'T_out_window_16_std', 'hour_cos', 'NetLoad_Exp_weighted_96_SL.win', 'NetLoad_lag_1425min', 'T_out_lag_1335min', 'T_out_Exp_weighted_96_SL.win', 'NetLoad_lag_1065min', 'T_out_lag_315min', 'Wind_speed_lag_1440min', 'sin_2880.0_2', 'NetLoad_window_8_mean', 'NetLoad_lag_345min', 'NetLoad_lag_465min', 'NetLoad_lag_990min', 'Wind_speed_window_8_mean', 'Irradiance_window_2_std', 'NetLoad_window_8_std', 'Wind_speed', 'Irradiance_lag_585min', 'Wind_speed_lag_1395min', 'Wind_speed_lag_735min', 'Wind_speed_lag_1275min', 'Wind_speed_lag_405min', 'Wind_speed_lag_1335min']"
24,2323314.16708016,201,8,0.18406916080109104,0.8635119755003461,0.2803379505529293,"['Wind_speed_expanding_std', 'cos_2880.0_2', 'NetLoad', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'hour_cos', 'T_out_window_16_std', 'T_out_weighted_96_mean', 'Wind_speed_lag_855min', 'Wind_speed_window_8_mean', 'T_out_lag_1140min', 'T_out_Exp_weighted_96_SL.win', 'NetLoad_window_8_std', 'Wind_speed_lag_1395min', 'NetLoad_Exp_weighted_96_SL.win', 'Irradiance_lag_1260min', 'T_out_lag_1335min', 'Wind_speed_lag_1185min', 'Wind_speed_lag_1200min', 'NetLoad_window_2_mean', 'Irradiance_lag_585min', 'Irradiance_lag_1425min', 'NetLoad_lag_900min', 'T_out_lag_1380min', 'NetLoad_lag_450min', 'Irradiance_window_2_std', 'Irradiance_lag_780min', 'NetLoad_lag_1005min', 'Irradiance_lag_1305min', 'Irradiance_lag_495min', 'Wind_speed_lag_285min', 'Wind_speed_lag_1440min', 'NetLoad_lag_810min', 'T_out_window_8_std', 'NetLoad_lag_1425min', 'Wind_speed_lag_645min', 'Irradiance', 'T_out_lag_735min', 'NetLoad_window_16_mean', 'Wind_speed_lag_1275min', 'NetLoad_lag_1275min', 'NetLoad_lag_1410min', 'Wind_speed_window_8_std', 'NetLoad_lag_330min', 'Irradiance_lag_195min', 'Wind_speed_lag_405min', 'Irradiance_Exp_weighted_96_SL.win', 'Wind_speed_lag_495min', 'NetLoad_lag_765min', 'NetLoad_lag_855min', 'Wind_speed_lag_480min', 'T_out_lag_1290min', 'Irradiance_lag_1350min', 'NetLoad_lag_45min', 'NetLoad_lag_1065min', 'Irradiance_lag_1155min', 'NetLoad_lag_360min', 'Irradiance_lag_765min', 'NetLoad_lag_465min', 'Wind_speedewm_std_expanding.win', 'NetLoad_lag_1380min', 'NetLoad_lag_1245min', 'NetLoad_lag_1260min', 'Wind_speed_lag_570min', 'NetLoad_lag_975min', 'NetLoad_lag_135min', 'NetLoad_lag_525min', 'NetLoad_lag_150min', 'NetLoad_lag_195min', 'NetLoad_lag_1305min', 'NetLoad_lag_1215min', 'Irradiance_lag_1170min', 'NetLoad_lag_540min', 'Wind_speed_lag_510min', 'Irradiance_window_8_std', 'Wind_speed_lag_900min', 'Irradiance_lag_735min', 'NetLoad_window_8_mean', 'Wind_speed_lag_1425min', 'T_outewm_std_expanding.win', 'Wind_speed', 'Irradiance_window_2_mean', 'Wind_speed_lag_765min', 'NetLoad_lag_420min', 'Irradiance_lag_855min', 'Wind_speed_lag_1335min', 'Wind_speed_lag_840min', 'T_out_lag_435min', 'Wind_speed_lag_660min', 'sin_2880.0_2', 'NetLoad_lag_735min', 'Irradiance_lag_1440min', 'Irradiance_lag_390min', 'Wind_speed_lag_600min', 'T_out_lag_150min', 'NetLoad_lag_75min', 'T_out_lag_660min', 'NetLoad_lag_60min', 'T_out_lag_1305min', 'Wind_speed_lag_75min', 'T_out_lag_330min', 'NetLoad_lag_720min', 'T_out_lag_315min', 'NetLoad_lag_960min', 'NetLoad_lag_15min', 'NetLoad_lag_180min', 'NetLoad_lag_660min', 'Wind_speed_lag_585min', 'NetLoad_lag_1320min', 'Wind_speed_lag_360min', 'T_out_lag_465min', 'Irradiance_lag_930min', 'Irradiance_window_16_std', 'NetLoad_lag_870min', 'Irradiance_lag_375min', 'NetLoad_lag_1290min', 'NetLoad_lag_165min', 'Irradiance_lag_345min', 'Irradiance_lag_1245min', 'Irradiance_lag_510min', 'T_out_lag_1185min', 'NetLoad_window_4_std', 'Irradiance_window_4_std', 'NetLoad_lag_1110min', 'Wind_speed_lag_90min', 'T_out_lag_690min', 'Irradiance_lag_840min', 'T_out_lag_420min', 'NetLoad_ewm_mean_expanding.win', 'Irradiance_lag_1410min', 'Wind_speed_window_4_mean', 'Irradianceewm_std_expanding.win', 'Wind_speed_lag_375min', 'Irradiance_lag_825min', 'NetLoad_lag_495min', 'NetLoad_lag_375min', 'Irradiance_lag_1320min', 'T_out_lag_1365min', 'hour_sin', 'NetLoad_lag_435min', 'NetLoad_lag_210min', 'NetLoad_lag_945min', 'T_out_lag_1245min', 'NetLoad_window_2_std', 'NetLoad_lag_645min', 'NetLoad_lag_405min', 'T_out_lag_285min', 'NetLoad_window_16_std', 'Wind_speed_lag_675min', 'Wind_speed_lag_1320min', 'Irradiance_lag_960min', 'T_out_lag_300min']"
25,2347428.9806253756,365,7,0.11285455408427446,0.9962349765586694,0.11105037806574332,"['Wind_speed_expanding_std', 'cos_2880.0_2', 'NetLoad', 'NetLoadewm_std_expanding.win', 'T_out_weighted_96_mean', 'NetLoad_lag_1440min', 'T_out_window_16_std', 'Wind_speed_window_8_mean', 'Irradiance', 'hour_cos', 'Wind_speed_lag_1185min', 'T_out_lag_1140min', 'NetLoad_Exp_weighted_96_SL.win', 'sin_2880.0_2', 'NetLoad_lag_1425min', 'NetLoad_lag_855min', 'Wind_speed_lag_1275min', 'NetLoad_window_8_std', 'Irradiance_window_2_std', 'T_outewm_std_expanding.win', 'NetLoad_window_16_std', 'Wind_speed_lag_825min', 'Irradiance_lag_1410min', 'Irradiance_lag_1425min', 'Wind_speed_lag_900min', 'Irradiance_lag_1440min', 'NetLoad_lag_435min', 'Irradiance_lag_495min', 'Wind_speed_lag_855min', 'T_out_lag_1380min', 'Irradiance_lag_585min', 'NetLoad_lag_1065min', 'Wind_speed_window_4_std', 'Wind_speed_window_8_std', 'Wind_speed_lag_840min', 'Wind_speed_lag_405min', 'NetLoad_window_8_mean', 'NetLoad_lag_420min', 'Wind_speed_lag_1335min', 'NetLoad_window_16_mean', 'T_out_window_8_std', 'T_out_lag_1365min', 'T_out_lag_1335min', 'NetLoad_lag_540min', 'NetLoad_lag_465min', 'Wind_speed_lag_630min', 'NetLoad_lag_1380min', 'Wind_speed_window_4_mean', 'NetLoad_lag_1290min', 'Irradiance_lag_1230min', 'T_out_lag_1305min', 'T_out_lag_315min', 'T_out_Exp_weighted_96_SL.win', 'Irradiance_Exp_weighted_96_SL.win', 'Irradiance_lag_780min', 'T_out_lag_330min', 'NetLoad_lag_60min', 'Wind_speed_lag_420min', 'NetLoad_lag_1320min', 'NetLoad_lag_1080min', 'Wind_speed_lag_525min', 'T_out_lag_150min', 'NetLoad_lag_960min', 'NetLoad_lag_1410min', 'NetLoad_lag_1350min', 'Irradiance_lag_1170min', 'NetLoad_lag_720min', 'Irradiance_lag_1260min', 'Wind_speed_ewm_mean_expanding.win', 'NetLoad_lag_870min', 'NetLoad_lag_765min', 'NetLoad_lag_360min', 'NetLoad_lag_1005min', 'NetLoad_lag_225min', 'Wind_speed_lag_285min', 'Irradiance_lag_345min', 'NetLoad_lag_1305min', 'NetLoad_lag_1395min', 'NetLoad_lag_990min', 'Wind_speed_lag_720min', 'NetLoad_lag_1200min', 'T_out_lag_285min', 'Wind_speed_lag_345min', 'NetLoad_lag_1275min', 'Wind_speed_lag_780min', 'Wind_speed_lag_1215min', 'Wind_speed_lag_495min', 'T_out_lag_660min', 'Irradiance_lag_1200min', 'Irradiance_window_16_std', 'T_out_lag_1290min', 'Irradiance_lag_375min', 'Irradiance_lag_180min', 'T_out_lag_735min', 'Irradiance_lag_435min', 'T_out_lag_645min', 'Wind_speed', 'Irradiance_lag_15min', 'Wind_speed_lag_1380min', 'NetLoad_lag_1035min', 'Wind_speed_lag_1425min', 'Irradiance_window_2_mean', 'Wind_speed_lag_735min', 'Irradiance_lag_1335min', 'Irradianceewm_std_expanding.win', 'Wind_speed_lag_75min', 'Wind_speed_lag_1410min', 'Wind_speed_lag_645min', 'NetLoad_ewm_mean_expanding.win', 'T_out_lag_1320min', 'Wind_speed_lag_540min', 'NetLoad_lag_150min', 'Wind_speed_lag_1305min', 'Wind_speed_lag_1440min', 'NetLoad_lag_450min', 'Wind_speed_lag_1395min', 'NetLoad_lag_375min', 'NetLoad_window_2_std', 'NetLoad_lag_135min', 'NetLoad_lag_975min', 'Wind_speedewm_std_expanding.win', 'Irradiance_lag_1320min', 'T_out_lag_420min', 'NetLoad_lag_1050min', 'Wind_speed_lag_435min', 'NetLoad_window_2_mean', 'Wind_speed_lag_885min', 'Irradiance_lag_840min', 'Wind_speed_lag_675min', 'NetLoad_lag_1260min', 'Irradiance_lag_1350min', 'Wind_speed_lag_360min', 'NetLoad_lag_1215min', 'Wind_speed_lag_60min', 'Irradiance_lag_1290min', 'T_out_lag_360min', 'Irradiance_window_8_std', 'NetLoad_window_4_std', 'T_out_window_4_std', 'Irradiance_lag_825min', 'T_out_lag_435min', 'Wind_speed_lag_1200min', 'NetLoad_lag_45min', 'T_out_lag_1260min', 'Wind_speed_lag_615min', 'Wind_speed_lag_45min', 'Wind_speed_lag_30min', 'NetLoad_lag_330min', 'T_out_lag_1275min', 'NetLoad_lag_1365min', 'NetLoad_lag_945min', 'NetLoad_lag_390min', 'NetLoad_lag_705min', 'T_out_lag_465min', 'T_out_lag_345min', 'Irradiance_lag_1185min', 'Irradiance_lag_885min', 'NetLoad_lag_825min', 'T_out_lag_1230min', 'Irradiance_lag_360min', 'Wind_speed_lag_315min', 'Irradiance_lag_735min', 'NetLoad_lag_1020min', 'Irradiance_window_4_std', 'Irradiance_lag_1305min', 'NetLoad_lag_810min', 'NetLoad_lag_495min', 'NetLoad_lag_585min', 'NetLoad_lag_210min', 'T_out_lag_375min', 'NetLoad_window_4_mean', 'Wind_speed_lag_585min', 'Irradiance_lag_510min', 'Irradiance_lag_165min', 'Wind_speed_lag_1290min', 'NetLoad_lag_735min', 'hour_sin', 'Irradiance_lag_705min', 'Wind_speed_window_2_mean', 'hour', 'Irradiance_lag_660min', 'T_out_lag_1245min', 'NetLoad_lag_915min', 'Irradiance_lag_600min', 'Wind_speed_lag_510min', 'T_out_lag_450min']"
