trial,mse,n_estimators,max_depth,learning_rate,reg_alpha,reg_lambda,features
26,2375708.3323167292,102,9,0.1502678061662267,0.5575722669209935,0.21318177012713907,"['Wind_speed_expanding_std', 'cos_2880.0_2', 'NetLoad', 'hour_cos', 'T_out_window_16_std', 'T_out_weighted_96_mean', 'NetLoad_lag_1440min', 'T_out_Exp_weighted_96_SL.win', 'Irradiance_Exp_weighted_96_SL.win', 'Wind_speed_window_8_mean', 'NetLoadewm_std_expanding.win', 'Wind_speed_lag_1275min', 'Irradiance_lag_1410min', 'Irradiance_lag_1245min', 'T_out_lag_1335min', 'T_out_lag_300min', 'Wind_speed_lag_1185min', 'Irradiance_lag_1425min', 'NetLoad_lag_1380min', 'Wind_speed_lag_1305min', 'Irradiance_lag_1215min', 'T_out_lag_150min', 'Irradiance', 'sin_2880.0_2', 'T_outewm_std_expanding.win', 'NetLoad_Exp_weighted_96_SL.win', 'NetLoad_lag_1425min', 'NetLoad_window_8_mean', 'Wind_speed_window_8_std', 'Wind_speed_lag_1335min', 'Wind_speed_lag_900min', 'T_out_lag_315min', 'Wind_speed_lag_1440min', 'NetLoad_lag_720min', 'T_out_lag_1140min', 'Irradiance_window_16_std', 'NetLoad_window_4_mean', 'NetLoad_window_8_std', 'Irradiance_lag_570min', 'NetLoad_window_16_mean', 'Wind_speed_lag_405min', 'Wind_speed_lag_840min', 'NetLoad_lag_330min', 'NetLoad_lag_990min', 'NetLoad_lag_465min', 'NetLoad_window_4_std', 'NetLoad_lag_1320min', 'NetLoad_lag_855min', 'NetLoad_lag_975min', 'Irradiance_lag_1260min', 'NetLoad_lag_1005min', 'T_out_lag_1320min', 'NetLoad_lag_1110min', 'Irradiance_lag_15min', 'Wind_speed_window_4_mean', 'Wind_speed_window_2_mean', 'Irradiance_lag_1350min', 'Irradiance_window_2_std', 'Irradiance_lag_1440min', 'T_out_lag_1380min', 'Wind_speed_lag_555min', 'Irradiance_lag_585min', 'Wind_speed_lag_1200min', 'Wind_speed_lag_510min', 'NetLoad_lag_870min', 'Wind_speed_lag_1395min', 'NetLoad_lag_15min', 'NetLoad_lag_900min', 'T_out_lag_255min', 'Wind_speed_lag_1425min', 'NetLoad_window_2_mean', 'NetLoad_lag_810min', 'NetLoad_lag_1065min', 'NetLoad_lag_1290min', 'NetLoad_lag_525min', 'NetLoad_lag_765min', 'T_out_window_8_std', 'Irradiance_window_2_mean', 'Wind_speed_lag_660min', 'NetLoad_lag_1305min', 'NetLoad_lag_1260min', 'Wind_speed_lag_495min', 'NetLoad_lag_420min', 'Wind_speed_lag_465min', 'Wind_speed_lag_885min', 'NetLoad_ewm_mean_expanding.win', 'NetLoad_lag_435min', 'Wind_speed_lag_1350min', 'Wind_speed_ewm_mean_expanding.win', 'Wind_speed_lag_870min', 'Irradiance_lag_975min', 'Wind_speed', 'Irradiance_lag_855min', 'NetLoad_lag_1035min', 'Irradiance_lag_1155min', 'Irradiance_lag_510min', 'NetLoad_lag_495min', 'Wind_speed_lag_855min', 'T_out_lag_165min', 'T_out_lag_420min', 'Irradiance_lag_1005min', 'NetLoad_lag_1200min', 'Wind_speed_lag_1290min', 'Wind_speed_lag_1320min', 'Irradiance_lag_1395min', 'Irradiance_lag_900min', 'T_out_lag_330min', 'Wind_speed_lag_1380min', 'Irradiance_lag_450min', 'T_out_lag_435min', 'NetLoad_lag_735min', 'Irradiance_lag_720min', 'Irradiance_lag_375min', 'Irradiance_lag_1200min', 'Wind_speed_lag_570min', 'Wind_speed_lag_1365min', 'NetLoad_lag_360min', 'Irradiance_lag_735min', 'T_out_lag_1365min', 'NetLoad_lag_630min', 'Wind_speed_lag_525min', 'T_out_lag_345min', 'NetLoad_lag_1410min', 'Irradiance_lag_1335min', 'Wind_speed_lag_420min', 'Irradiance_lag_1380min', 'Wind_speed_lag_750min', 'Wind_speed_lag_1260min', 'Wind_speed_lag_630min', 'NetLoad_lag_60min', 'NetLoad_lag_750min', 'T_out_lag_285min', 'Irradiance_window_8_std', 'Irradiance_lag_165min', 'T_out_lag_1305min', 'NetLoad_lag_555min', 'Wind_speed_lag_705min', 'T_out_lag_1290min', 'Wind_speed_lag_810min', 'Irradiance_lag_360min', 'NetLoad_lag_1275min', 'NetLoad_lag_390min', 'NetLoad_lag_405min', 'T_out_window_4_std', 'NetLoad_lag_705min', 'NetLoad_lag_345min', 'T_out_lag_225min', 'Irradiance_lag_1185min', 'NetLoad_lag_960min']"
27,2326187.265172529,505,6,0.11873908851144477,0.8133106134977033,0.3278042402101138,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'T_out_window_16_std', 'T_out_weighted_96_mean', 'Wind_speed_window_8_mean', 'hour_cos', 'T_out_lag_735min', 'NetLoad_lag_855min', 'Wind_speed_window_8_std', 'NetLoad_lag_1425min', 'T_out_Exp_weighted_96_SL.win', 'NetLoad_window_16_std', 'T_outewm_std_expanding.win', 'Wind_speed_lag_1440min', 'Irradiance', 'NetLoad_window_16_mean', 'Wind_speedewm_std_expanding.win', 'Wind_speed_lag_900min', 'Wind_speed_lag_1185min', 'Irradiance_lag_1440min', 'Wind_speed_lag_1275min', 'sin_2880.0_2', 'Irradiance_Exp_weighted_96_SL.win', 'NetLoad_lag_960min', 'T_out_lag_1335min', 'Wind_speed_lag_1425min', 'Wind_speed', 'T_out_lag_1320min', 'Wind_speed_window_4_mean', 'T_out_lag_1140min', 'T_out_lag_1350min', 'NetLoad_lag_1065min', 'NetLoad_window_8_mean', 'Irradiance_window_2_std', 'NetLoad_window_8_std', 'NetLoad_lag_720min', 'NetLoad_lag_1320min', 'NetLoad_lag_1110min', 'T_out_window_8_std', 'Wind_speed_lag_840min', 'NetLoad_lag_870min', 'NetLoad_lag_1290min', 'NetLoad_lag_1410min', 'NetLoad_lag_375min', 'NetLoad_lag_1380min', 'Wind_speed_lag_345min', 'Irradiance_lag_495min', 'Wind_speed_lag_450min', 'Wind_speed_lag_510min', 'NetLoad_window_4_std', 'NetLoad_ewm_mean_expanding.win', 'T_out_lag_315min', 'Irradiance_lag_1155min', 'Irradiance_window_16_std', 'NetLoad_Exp_weighted_96_SL.win', 'Irradiance_lag_1305min', 'Wind_speed_lag_435min', 'NetLoad_lag_1080min', 'T_out_lag_345min', 'Irradiance_lag_15min', 'T_out_lag_1290min', 'NetLoad_lag_465min', 'NetLoad_lag_765min', 'NetLoad_lag_1365min', 'Wind_speed_lag_1350min', 'Wind_speed_lag_495min', 'NetLoad_lag_1305min', 'Wind_speed_lag_585min', 'Irradiance_lag_1350min', 'NetLoad_lag_1050min', 'Wind_speed_lag_885min', 'T_out_lag_1380min', 'NetLoad_lag_330min', 'NetLoad_lag_45min', 'NetLoad_lag_360min', 'Wind_speed_ewm_mean_expanding.win', 'T_out_lag_1365min', 'NetLoad_lag_1260min', 'NetLoad_lag_480min', 'Wind_speed_lag_855min', 'Wind_speed_lag_1395min', 'Wind_speed_lag_1335min', 'NetLoad_lag_345min', 'NetLoad_window_4_mean', 'Irradiance_lag_855min', 'Irradiance_lag_1410min', 'Wind_speed_lag_720min', 'Wind_speed_window_4_std', 'Wind_speed_lag_75min', 'Irradiance_lag_780min', 'T_out_lag_150min', 'Wind_speed_lag_405min', 'Wind_speed_lag_1215min', 'Irradiance_lag_1425min', 'Wind_speed_lag_630min', 'Irradiance_lag_1365min', 'Irradiance_lag_690min', 'NetLoad_lag_210min', 'NetLoad_lag_1215min', 'T_out_lag_390min', 'NetLoad_lag_990min', 'NetLoad_lag_495min', 'NetLoad_lag_15min', 'Irradiance_window_8_std', 'NetLoad_lag_660min', 'T_out_window_4_std', 'Wind_speed_lag_540min', 'Wind_speed_lag_765min', 'NetLoad_lag_60min', 'NetLoad_window_2_mean', 'NetLoad_lag_405min', 'Wind_speed_window_2_mean', 'NetLoad_lag_1335min', 'NetLoad_lag_735min', 'NetLoad_lag_1200min', 'NetLoad_lag_900min', 'NetLoad_lag_915min', 'T_out_lag_1155min', 'Wind_speed_lag_675min']"
28,2434980.32128279,184,5,0.14101473239896262,0.8919189093482429,0.08386375134476672,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'hour_cos', 'T_out_weighted_96_mean', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'T_out_lag_1335min', 'T_out_window_16_std', 'NetLoad_lag_1425min', 'T_out_lag_1380min', 'T_out_Exp_weighted_96_SL.win', 'Wind_speed_window_8_mean', 'NetLoad_Exp_weighted_96_SL.win', 'NetLoad_lag_855min', 'Irradiance', 'sin_2880.0_2', 'T_out_lag_150min', 'T_out_lag_405min', 'T_out_lag_735min', 'NetLoad_lag_1410min', 'Irradiance_lag_1440min', 'T_outewm_std_expanding.win', 'Irradiance_window_2_std', 'Wind_speed_lag_1395min', 'NetLoad_lag_870min', 'Irradiance_Exp_weighted_96_SL.win', 'Irradiance_lag_15min', 'Irradiance_lag_1260min', 'NetLoad_window_8_mean', 'Irradiance_lag_1155min', 'T_out_lag_240min', 'NetLoad_lag_1320min', 'T_out_lag_1290min', 'Irradiance_lag_30min', 'T_out_lag_1365min', 'T_out_lag_660min', 'Irradiance_lag_135min', 'NetLoad_lag_1080min', 'T_out_lag_285min', 'NetLoad_lag_1200min', 'NetLoad_lag_180min', 'T_out_lag_330min', 'NetLoad_window_16_mean', 'Wind_speed_lag_1275min', 'NetLoad_lag_1380min', 'Irradiance_window_2_mean', 'NetLoad_window_4_mean', 'Wind_speed_window_8_std', 'Irradiance_lag_1425min', 'NetLoad_window_4_std', 'NetLoad_lag_60min', 'T_out_lag_420min', 'T_out_lag_480min', 'NetLoad_lag_1350min', 'Wind_speed_lag_1335min', 'T_out_lag_1275min', 'NetLoad_lag_1395min', 'T_out_lag_270min', 'NetLoad_lag_330min', 'NetLoad_lag_1065min', 'T_out_lag_390min', 'NetLoad_lag_1110min', 'NetLoad_lag_1290min', 'Wind_speed_lag_510min', 'Irradiance_lag_1410min', 'NetLoad_lag_1365min', 'Wind_speed_lag_465min', 'NetLoad_lag_1275min', 'T_out_lag_1320min', 'T_out_lag_180min', 'T_out_lag_345min', 'NetLoad_lag_375min']"
29,2495065.656876714,252,5,0.20585812534493722,0.7001864410984209,0.17724418301682562,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'T_out_weighted_96_mean', 'Wind_speed_window_8_mean', 'Irradiance', 'hour_cos', 'NetLoad_lag_1425min', 'Irradiance_lag_1155min', 'T_out_window_16_std', 'NetLoad_lag_1320min', 'sin_2880.0_2', 'T_out_lag_1365min', 'Wind_speed_window_8_std', 'Wind_speedewm_std_expanding.win', 'Wind_speed_lag_1275min', 'T_out_lag_735min', 'Wind_speed_lag_1395min', 'NetLoad_window_4_mean', 'NetLoad_window_8_mean', 'T_out_lag_1350min', 'T_out_lag_1305min', 'NetLoad_window_16_mean', 'NetLoad_lag_885min', 'NetLoad_lag_1395min', 'T_out_lag_1140min', 'NetLoad_lag_870min', 'NetLoad_lag_855min', 'Irradiance_window_2_std', 'NetLoad_ewm_mean_expanding.win', 'T_out_lag_345min', 'Wind_speed_lag_495min', 'Irradiance_lag_15min', 'NetLoad_Exp_weighted_96_SL.win', 'T_outewm_std_expanding.win', 'Irradiance_lag_1410min', 'NetLoad_window_16_std', 'T_out_lag_1380min', 'Wind_speed_lag_1335min', 'Wind_speed_lag_660min', 'Irradiance_lag_1440min', 'NetLoad_lag_1065min', 'NetLoad_lag_1380min', 'T_out_lag_330min', 'Irradiance_Exp_weighted_96_SL.win', 'T_out_lag_435min', 'T_out_lag_1335min', 'NetLoad_lag_1305min', 'Irradiance_window_16_std', 'T_out_lag_660min', 'T_out_lag_1230min']"
30,2626884.0852605323,673,4,0.16510494555105706,0.330737226202253,0.6390123067863269,"['Wind_speed_expanding_std', 'cos_2880.0_2', 'NetLoad', 'NetLoadewm_std_expanding.win', 'Irradiance', 'NetLoad_lag_1440min', 'T_out_window_16_std', 'NetLoad_lag_1425min', 'T_out_weighted_96_mean', 'NetLoad_lag_855min', 'Wind_speed_window_8_mean', 'T_out_lag_1335min', 'T_out_Exp_weighted_96_SL.win', 'Wind_speed_lag_840min', 'NetLoad_lag_495min', 'Irradiance_lag_1410min', 'Wind_speed_lag_1335min', 'Wind_speed', 'hour_cos', 'Wind_speed_lag_1395min', 'Wind_speed_lag_1275min', 'Irradiance_lag_1440min', 'NetLoad_Exp_weighted_96_SL.win', 'NetLoad_lag_1320min', 'Irradiance_Exp_weighted_96_SL.win', 'NetLoad_window_16_mean', 'Wind_speed_lag_1425min', 'Wind_speed_window_8_std', 'T_out_lag_1380min', 'NetLoad_window_8_mean', 'T_out_lag_1140min', 'NetLoad_lag_1305min', 'NetLoad_lag_1275min', 'NetLoad_window_16_std', 'T_outewm_std_expanding.win', 'Irradiance_window_2_std', 'T_out_lag_1365min', 'NetLoad_lag_1350min', 'NetLoad_lag_1410min', 'NetLoad_lag_1365min', 'Wind_speed_lag_435min']"
31,2275966.136202602,184,8,0.15719416447245868,0.9664740347508571,0.004189579382466252,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'T_out_window_16_std', 'NetLoadewm_std_expanding.win', 'hour_cos', 'NetLoad_lag_1440min', 'Wind_speed_window_8_mean', 'T_out_lag_1380min', 'T_out_weighted_96_mean', 'T_out_lag_1335min', 'NetLoad_lag_1425min', 'T_out_lag_1140min', 'T_out_Exp_weighted_96_SL.win', 'NetLoad_window_8_mean', 'NetLoad_lag_1410min', 'Irradiance', 'sin_2880.0_2', 'NetLoad_Exp_weighted_96_SL.win', 'Irradiance_lag_1260min', 'Wind_speed_lag_495min', 'Wind_speed_lag_1335min', 'Irradiance_Exp_weighted_96_SL.win', 'NetLoad_window_8_std', 'Wind_speed_lag_855min', 'NetLoad_lag_870min', 'NetLoad_lag_1065min', 'NetLoad_lag_435min', 'Wind_speed_lag_900min', 'Irradiance_lag_495min', 'T_out_lag_330min', 'T_out_lag_660min', 'NetLoad_lag_855min', 'T_out_lag_150min']"
32,2502629.4783317493,171,8,0.24474871176210738,0.8044529783144367,0.0017435228658866098,"['Wind_speed_expanding_std', 'cos_2880.0_2', 'NetLoad', 'NetLoadewm_std_expanding.win', 'T_out_window_16_std', 'NetLoad_lag_1440min', 'hour_cos', 'NetLoad_lag_1080min', 'T_out_lag_1140min', 'Wind_speed_window_8_mean', 'Wind_speed_lag_1185min', 'T_out_weighted_96_mean', 'NetLoad_window_8_std', 'NetLoad_lag_1425min', 'NetLoad_Exp_weighted_96_SL.win', 'Irradiance_lag_585min', 'T_out_lag_1290min', 'NetLoad_lag_1320min', 'NetLoad_lag_1065min', 'NetLoad_lag_450min', 'NetLoad_window_8_mean', 'T_out_Exp_weighted_96_SL.win', 'sin_2880.0_2', 'Irradiance', 'T_out_window_8_std', 'Wind_speed_lag_405min', 'Wind_speed_lag_495min', 'Irradiance_Exp_weighted_96_SL.win', 'Wind_speed', 'Wind_speed_lag_855min', 'NetLoad_lag_1260min', 'NetLoad_lag_855min', 'Wind_speed_lag_540min', 'Irradiance_lag_30min', 'NetLoad_lag_960min', 'Wind_speed_lag_1425min', 'NetLoad_lag_990min', 'NetLoad_lag_150min', 'Wind_speed_lag_285min', 'NetLoad_lag_1035min', 'NetLoad_lag_345min', 'NetLoad_lag_1410min', 'Wind_speed_lag_1275min', 'Wind_speed_lag_900min', 'Wind_speed_lag_420min', 'Wind_speed_lag_1335min', 'NetLoad_lag_765min', 'Irradiance_window_16_std', 'Wind_speed_lag_780min', 'Irradiance_lag_1425min', 'NetLoad_lag_540min', 'Irradiance_lag_495min', 'T_out_lag_1365min', 'Wind_speed_lag_600min', 'NetLoad_lag_1230min', 'Wind_speed_lag_690min', 'Irradiance_lag_1245min', 'Irradiance_window_2_std', 'T_out_lag_1380min', 'NetLoad_window_16_mean', 'Wind_speed_lag_1380min', 'Irradiance_lag_1185min', 'Wind_speed_lag_1395min', 'T_outewm_std_expanding.win', 'NetLoad_lag_870min', 'Wind_speed_lag_375min', 'NetLoad_lag_975min', 'Irradiance_lag_570min', 'Wind_speed_window_8_std', 'Wind_speed_lag_840min', 'Wind_speed_lag_1440min', 'T_out_lag_150min', 'Irradiance_lag_1125min', 'NetLoad_lag_1380min', 'NetLoad_lag_60min', 'T_out_lag_690min', 'NetLoad_lag_1050min', 'Irradiance_lag_15min', 'Wind_speed_lag_510min', 'Irradiance_lag_1440min', 'NetLoad_lag_810min', 'T_out_lag_1170min', 'Wind_speed_lag_765min', 'NetLoad_lag_480min', 'NetLoad_lag_135min', 'T_out_lag_300min', 'Irradiance_window_4_std', 'Irradiance_lag_645min', 'T_out_lag_315min']"
33,2535617.375062351,336,9,0.19475615286354991,0.9091219756688522,0.0776736833754893,"['Wind_speed_expanding_std', 'cos_2880.0_2', 'NetLoad', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'Irradiance_Exp_weighted_96_SL.win', 'Irradiance', 'T_out_window_16_std', 'T_out_weighted_96_mean', 'Wind_speed_window_8_std', 'T_outewm_std_expanding.win', 'Irradiance_window_2_std', 'Irradiance_lag_1275min', 'NetLoad_lag_495min', 'Irradiance_lag_585min', 'Irradiance_lag_1410min', 'Wind_speed_lag_900min', 'NetLoad_lag_960min', 'NetLoad_lag_1380min', 'Wind_speed_lag_1185min', 'Wind_speed_lag_420min', 'Wind_speed_lag_855min', 'Wind_speed_lag_645min', 'NetLoad_lag_975min', 'NetLoad_lag_1275min', 'Irradiance_lag_1440min', 'Irradiance_lag_1200min', 'hour_cos', 'Wind_speed_lag_885min', 'Wind_speed_lag_570min', 'sin_2880.0_2', 'NetLoad_lag_435min', 'Wind_speed_lag_495min', 'Wind_speed_window_8_mean', 'NetLoad_lag_1425min', 'NetLoad_lag_1305min', 'NetLoad_lag_765min', 'Wind_speed_lag_1440min', 'T_out_window_8_std', 'NetLoad_window_8_std', 'NetLoad_lag_135min', 'NetLoad_lag_870min', 'Wind_speed_lag_450min', 'Wind_speed_lag_1275min', 'Wind_speed', 'T_out_lag_1170min', 'NetLoad_lag_1320min', 'Wind_speed_lag_1290min', 'Wind_speed_lag_525min', 'NetLoad_window_16_std', 'Wind_speed_lag_60min', 'NetLoad_Exp_weighted_96_SL.win', 'NetLoad_lag_465min', 'Wind_speed_lag_1350min', 'Irradiance_lag_1245min', 'NetLoad_lag_1035min', 'NetLoad_lag_1290min', 'Irradiance_lag_795min', 'T_out_lag_1350min', 'Irradiance_lag_1215min', 'Wind_speed_lag_540min', 'T_out_lag_1335min', 'Wind_speed_lag_345min', 'Wind_speed_lag_1395min', 'NetLoad_lag_855min', 'NetLoad_lag_405min', 'Wind_speed_lag_1410min', 'Wind_speed_lag_1200min', 'Wind_speedewm_std_expanding.win', 'T_out_lag_1380min', 'NetLoad_lag_1110min', 'Wind_speed_lag_660min', 'T_out_Exp_weighted_96_SL.win', 'Irradiance_lag_1350min', 'Irradiance_lag_1260min', 'Wind_speed_lag_285min', 'NetLoad_lag_330min', 'NetLoad_lag_165min', 'Irradiance_window_4_std', 'NetLoad_lag_1005min', 'Irradiance_lag_750min', 'Wind_speed_lag_510min', 'Wind_speed_lag_750min', 'NetLoad_lag_990min', 'T_out_lag_330min', 'Wind_speed_lag_870min', 'Irradiance_lag_570min', 'Wind_speed_lag_375min', 'Wind_speed_lag_1335min', 'Wind_speed_lag_630min', 'NetLoad_lag_1215min', 'Irradiance_lag_345min', 'NetLoad_lag_1260min']"
34,2601766.672956457,239,7,0.18433940398665621,0.9965967243245107,0.05610257110631868,['cos_2880.0_2']
35,2254076.677103927,157,8,0.1273889365510538,0.8363200914664984,0.1407384332366901,"['Wind_speed_expanding_std', 'cos_2880.0_2', 'NetLoad', 'hour_cos', 'T_out_weighted_96_mean', 'NetLoad_lag_1440min', 'NetLoadewm_std_expanding.win', 'T_out_window_16_std', 'T_out_Exp_weighted_96_SL.win', 'sin_2880.0_2', 'Wind_speed_window_8_mean', 'Irradiance_lag_1260min', 'T_out_lag_1140min', 'Wind_speed_lag_1185min', 'Irradiance_Exp_weighted_96_SL.win', 'NetLoad_lag_1425min', 'T_out_lag_1320min', 'Wind_speed_lag_1335min', 'NetLoad_window_8_mean', 'NetLoad_lag_1320min', 'Wind_speed_lag_495min', 'Wind_speed_lag_900min', 'NetLoad_lag_990min', 'NetLoad_lag_1065min', 'Irradiance', 'T_out_lag_300min', 'NetLoad_window_4_mean', 'Irradiance_window_2_std', 'NetLoad_lag_60min', 'T_out_lag_330min', 'NetLoad_lag_855min', 'Irradiance_lag_375min', 'NetLoad_lag_1110min', 'Irradiance_lag_1440min', 'Irradiance_lag_750min', 'Irradiance_lag_1410min', 'T_out_lag_1380min', 'NetLoad_lag_1290min', 'T_out_lag_360min', 'NetLoad_lag_720min', 'NetLoad_lag_225min', 'Irradiance_window_16_std', 'NetLoad_lag_1380min', 'NetLoad_Exp_weighted_96_SL.win', 'NetLoad_lag_1080min', 'Wind_speed_window_4_std', 'T_out_lag_660min', 'T_out_lag_1335min', 'NetLoad_lag_765min', 'T_out_lag_1275min', 'NetLoad_window_8_std', 'T_out_lag_1290min', 'Irradiance_lag_15min', 'Wind_speed_window_8_std', 'NetLoad_lag_555min', 'Irradiance_lag_1290min', 'NetLoad_lag_1200min', 'T_out_lag_150min', 'NetLoad_window_2_mean', 'Wind_speed_lag_645min', 'T_out_window_8_std', 'NetLoad_lag_870min', 'Wind_speed_window_4_mean', 'NetLoad_lag_1005min', 'Wind_speed_lag_1410min', 'NetLoad_lag_1410min', 'T_out_lag_1305min', 'Irradiance_lag_1170min', 'NetLoad_lag_450min', 'T_out_lag_315min', 'Irradiance_lag_585min', 'Irradiance_lag_1365min', 'NetLoad_window_16_mean', 'Wind_speed_lag_450min']"
36,2221052.054687616,148,3,0.12662709499579522,0.007535610388798297,0.32914889022316796,"['cos_2880.0_2', 'NetLoad']"
37,2465921.959875834,141,3,0.12754795156138013,0.20822960226650727,0.35321646825133324,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'hour_cos', 'NetLoadewm_std_expanding.win', 'T_out_window_16_std', 'T_out_weighted_96_mean', 'NetLoad_lag_1440min', 'NetLoad_lag_1425min', 'Wind_speed_window_8_mean', 'T_out_Exp_weighted_96_SL.win', 'T_out_lag_1290min', 'Irradiance', 'NetLoad_lag_855min', 'Irradiance_lag_1410min', 'Wind_speed_window_8_std', 'T_out_lag_570min', 'Irradiance_lag_1440min', 'Irradiance_lag_585min', 'T_out_lag_1335min', 'T_out_lag_1275min', 'NetLoad_Exp_weighted_96_SL.win', 'Irradiance_lag_15min', 'NetLoad_window_8_mean', 'T_out_lag_405min', 'sin_2880.0_2', 'NetLoad_lag_1395min', 'T_out_lag_1380min', 'Irradiance_window_2_std', 'T_out_lag_330min', 'T_out_lag_420min', 'NetLoad_window_4_mean']"
38,2162415.908879076,107,3,0.11047499616896368,0.0611517790222053,0.30114011453363,"['NetLoad', 'hour_cos', 'cos_2880.0_2']"
39,2464261.9632819397,304,5,0.1089313915521132,0.03041269231913752,0.49661490501551475,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'hour_cos', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'T_out_weighted_96_mean', 'T_out_window_16_std', 'T_out_lag_1335min', 'Wind_speed_window_8_mean', 'NetLoad_lag_1425min', 'T_out_lag_1380min', 'T_out_Exp_weighted_96_SL.win', 'NetLoad_lag_855min', 'Irradiance_window_2_std', 'Irradiance', 'Irradiance_lag_1440min', 'Wind_speed_lag_1395min']"
40,2514924.814530659,147,4,0.12720367721008238,0.06259558324639541,0.4044214203584099,"['Wind_speed_expanding_std', 'cos_2880.0_2', 'NetLoad', 'hour_cos', 'T_out_window_16_std', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'T_out_Exp_weighted_96_SL.win', 'T_out_weighted_96_mean', 'Irradiance_lag_15min', 'Irradiance_lag_1440min', 'Wind_speed_window_8_std', 'NetLoad_lag_855min', 'NetLoad_lag_1425min', 'Wind_speed_window_8_mean', 'T_out_lag_660min', 'Irradiance', 'NetLoad_window_8_mean', 'T_out_lag_1380min', 'Irradiance_lag_1410min', 'sin_2880.0_2', 'T_out_lag_1290min', 'Irradiance_window_2_mean', 'Irradiance_lag_1425min', 'Irradiance_lag_585min', 'T_out_lag_285min', 'NetLoad_lag_1380min']"
41,2318792.000106717,129,3,0.12161982979464334,0.1297883290909721,0.3170339231644822,"['Wind_speed_expanding_std', 'NetLoad', 'cos_2880.0_2', 'hour_cos', 'T_out_window_16_std', 'NetLoadewm_std_expanding.win', 'NetLoad_lag_1440min', 'T_out_weighted_96_mean', 'NetLoad_lag_1425min', 'Irradiance_lag_1440min', 'T_out_Exp_weighted_96_SL.win', 'Irradiance_lag_15min', 'Wind_speed_window_8_std', 'Wind_speed_window_8_mean', 'Irradiance_lag_1395min', 'T_out_lag_1290min', 'NetLoad_lag_855min', 'NetLoad_lag_885min', 'Irradiance_lag_585min', 'NetLoad_window_16_mean', 'Irradiance_lag_1410min', 'T_out_lag_1275min', 'NetLoad_window_8_mean', 'T_out_window_8_std', 'Irradiance_lag_1425min', 'T_out_lag_345min', 'T_out_lag_330min', 'sin_2880.0_2', 'T_out_lag_570min', 'NetLoad_window_16_std', 'NetLoad_lag_330min', 'T_out_lag_450min', 'T_out_lag_660min', 'T_out_lag_285min', 'T_out_lag_255min', 'NetLoad_lag_1365min', 'T_out_lag_405min', 'Irradiance_window_2_std', 'Irradiance_lag_525min', 'NetLoad_lag_1410min', 'T_out_lag_150min', 'T_out_lag_1335min', 'T_out_lag_270min', 'NetLoad_lag_240min', 'Irradiance_window_16_mean', 'T_outewm_std_expanding.win', 'T_out_lag_210min', 'NetLoad_lag_870min', 'T_out_lag_420min', 'Irradiance_lag_1380min', 'NetLoad_lag_795min', 'NetLoad_lag_945min', 'NetLoad_lag_1200min']"
42,2181895.64587655,101,3,0.13365377546028245,0.38986397847090115,0.23629416939811745,"['NetLoad', 'hour_cos', 'cos_2880.0_2']"
43,2402339.5404913602,228,3,0.13408198898189583,0.3749899888466503,0.24111225701255362,"['cos_2880.0_2', 'Wind_speed_expanding_std', 'NetLoad', 'hour_cos', 'NetLoadewm_std_expanding.win', 'T_out_window_16_std', 'NetLoad_lag_1440min', 'NetLoad_lag_1425min', 'T_out_weighted_96_mean', 'Wind_speed_window_8_mean', 'T_out_Exp_weighted_96_SL.win', 'Irradiance_lag_1440min', 'NetLoad_lag_855min', 'Irradiance', 'T_out_lag_570min', 'NetLoad_window_16_mean', 'sin_2880.0_2', 'Irradiance_lag_1410min', 'T_out_lag_420min', 'T_out_lag_150min', 'NetLoad_window_8_mean', 'NetLoad_window_16_std', 'Irradiance_lag_15min', 'NetLoad_lag_240min', 'T_out_lag_255min', 'T_out_lag_1290min', 'T_out_lag_405min', 'NetLoad_Exp_weighted_96_SL.win', 'Irradiance_lag_585min', 'Irradiance_window_2_std', 'Wind_speed_window_8_std', 'T_out_lag_360min']"
